Protein ID	Source	Chrom	Start	Novelty	Support	Category	Gene family	Length (aa)	Similarity to selected	Ingroup	Outgroup	TBLASTN	Gene	Product	Source of annotation	Pfam domains	C286 (in)	C287 (in)	C288 (in)	C289 (in)	C294 (in)	C298 (in)	clade01 (out)	clade02 (out)	clade03 (out)	clade04 (out)	clade05 (out)	clade06 (out)	clade07 (out)	clade08 (out)	clade01 (tblastn)	clade02 (tblastn)	clade03 (tblastn)	clade04 (tblastn)	clade05 (tblastn)	clade06 (tblastn)	clade07 (tblastn)	clade08 (tblastn)
C298:STP248.12601_R.bin.118|k141_589226_26	C298			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_134 (3)	352		6/6	0/8	5/8		TPR-S,TPR_1,TPR_11,TPR_14,TPR_16,TPR_2,TPR_6,TPR_7,TPR_8,TPR_Slam	Pfam	TPR-S,TPR_1,TPR_11,TPR_14,TPR_16,TPR_2,TPR_6,TPR_7,TPR_8,TPR_Slam	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1
C298:STP248.12601_R.bin.118|k141_666362_24	C298			yes	pairwise			95		6/6	0/8	0/8		ClpS,DcsG_N	Pfam	ClpS,DcsG_N	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_70658_11	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_113_5 (6)	379		6/6	0/8	1/8		LDcluster4,Lysine_decarbox	Pfam	LDcluster4,Lysine_decarbox	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_745868_29	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_87_23 (3)	208		6/6	0/8	7/8		ATG16,Bcr-Abl_Oligo,DivIC,DNA_pol_D_N,DUF4140,DUF5344,Fez1,HAUS-augmin3,NOCA1_mid,OrfB_IS605,Spc24,TRIM_CC,USP8_interact	Pfam	ATG16,Bcr-Abl_Oligo,DivIC,DNA_pol_D_N,DUF4140,DUF5344,Fez1,HAUS-augmin3,NOCA1_mid,OrfB_IS605,Spc24,TRIM_CC,USP8_interact	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_76108_32	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_23_3 (5)	426		6/6	0/8	4/8		DUF5305,KPN01023,MSH_C,PFF1_TM	Pfam	DUF5305,KPN01023,MSH_C,PFF1_TM	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_769723_19	C298			yes	pairwise			181		6/6	0/8	6/8		SprT-like domain-containing protein	ModelOrg_C298	Astacin,DUF3810,PipA,SprT-like	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1
C298:STP248.12601_R.bin.118|k141_769723_53	C298			yes	pairwise			169		6/6	0/8	8/8		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	ModelOrg_C298	DH2-like,HPPK	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_769723_57	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	749		6/6	0/8	0/8		Cep192_D5,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Pfam	Cep192_D5,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_769723_73	C298			yes	pairwise			196		6/6	0/8	8/8		ErfK/YbiS/YcfS/YnhG family protein	ModelOrg_C298	YkuD	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_771786_39	C298			yes	pairwise		STP248.12601_R.bin.118|k141_771786_39 (6)	273		6/6	0/8	0/8		DUF432	Pfam	DUF432	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_772933_22	C298			yes	pairwise			134		6/6	0/8	8/8		OsmC	Pfam	OsmC	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_786323_30	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_284_13 (5)	124		6/6	0/8	7/8		Apolipoprotein,ApoLp-III,At4g13230,DUF6240,DUF883_C,LEA_4,Sll0103_C,YtxH	Pfam	Apolipoprotein,ApoLp-III,At4g13230,DUF6240,DUF883_C,LEA_4,Sll0103_C,YtxH	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0
C298:STP248.12601_R.bin.118|k141_879507_13	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_5 (6)	269		6/6	0/8	8/8		Raptor_N,Sel1	Pfam	Raptor_N,Sel1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_904984_100	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_135_4 (2)	360		6/6	0/8	5/8		Abhydrolase_1,Abhydrolase_6,Homeobox_KN,Hydrolase_4,Peptidase_S15,YldA	Pfam	Abhydrolase_1,Abhydrolase_6,Homeobox_KN,Hydrolase_4,Peptidase_S15,YldA	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1
C298:STP248.12601_R.bin.118|k141_904984_30	C298			yes	pairwise			1144		6/6	0/8	2/8		PDZ domain-containing protein	ModelOrg_C298	DUF6288,NPCBM,PDZ,PDZ_6,SQHop_cyclase_C	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_923502_55	C298			yes	pairwise		STP248.12601_R.bin.118|k141_923502_55 (6)	240		6/6	0/8	0/8		Cytidylate_kin,Cytidylate_kin2	Pfam	Cytidylate_kin,Cytidylate_kin2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_958820_20	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_94_29 (6)	171		6/6	0/8	1/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C298:STP248.12601_R.bin.118|k141_958820_79	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_184_8 (6)	557		6/6	0/8	1/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_962093_34	C298			yes	pairwise		STP248.12601_R.bin.118|k141_962093_34 (6)	442		6/6	0/8	0/8		FixQ,IQM_M,New_glue,THU_Piezo1	Pfam	FixQ,IQM_M,New_glue,THU_Piezo1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_962093_35	C298			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_47 (5)	236		6/6	0/8	0/8		TP_methylase,TssR_VWA	Pfam	TP_methylase,TssR_VWA	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_962093_53	C298			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	489		6/6	0/8	0/8		IFT52_GIFT	Pfam	IFT52_GIFT	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_114434_16	C288			yes	pairwise			491		6/6	0/8	8/8		Sulfatase	ModelOrg_C288	Phosphodiest,SGSH_C,Sulfatase	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_114434_18	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_194_6 (5)	785		6/6	0/8	0/8		CARDB,Cep192_D5,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Pfam	CARDB,Cep192_D5,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_197029_78	C288			yes	pairwise		UHM1073.23039_R.bin.125|k141_197029_78 (6)	232		6/6	0/8	0/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_200691_134	C288			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	491		6/6	0/8	0/8		ABC_transp_aux,DUF4350,IFT52_GIFT,TCAF_N	Pfam	ABC_transp_aux,DUF4350,IFT52_GIFT,TCAF_N	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_223244_26	C288			yes	pairwise			200		6/6	0/8	7/8		GNAT_LYC1-like	Pfam	GNAT_LYC1-like	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1
C288:UHM1073.23039_R.bin.125|k141_223244_75	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_75_8 (5)	192		6/6	0/8	5/8		Uncharacterized protein	ModelOrg_C288	AbiEi_4,DUF8658,FaeA,HTH_10,HTH_17,HTH_23,HTH_29,HTH_31,RWP-RK,Sigma70_r4,Sigma70_r4_2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1
C288:UHM1073.23039_R.bin.125|k141_228062_101	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_184_8 (6)	559		6/6	0/8	1/8		TPR_24,UBA_9	Pfam	TPR_24,UBA_9	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_228062_113	C288			yes	pairwise		STP248.12601_R.bin.118|k141_771786_39 (6)	273		6/6	0/8	0/8		DUF432	Pfam	DUF432	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_228062_17	C288			yes	pairwise		STP248.12601_R.bin.118|k141_923502_55 (6)	241		6/6	0/8	0/8		Cytidylate_kin2	Pfam	Cytidylate_kin2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_228062_97	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_71_3 (4)	215		6/6	0/8	8/8		Superoxide dismutase	ModelOrg_C288	Sod_Fe_C,Sod_Fe_N	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_311317_127	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_81_4 (4)	207		6/6	0/8	0/8		ADK_lid,Arif-1,DUF6480,LapA_dom,Phage_holin_3_6,PH_40,Zn_ribbon_4	Pfam	ADK_lid,Arif-1,DUF6480,LapA_dom,Phage_holin_3_6,PH_40,Zn_ribbon_4	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_16	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_183_8 (2)	529		6/6	0/8	8/8		Rotamase_2,SurA_N_2,SurA_N_3,YnfE	Pfam	Rotamase_2,SurA_N_2,SurA_N_3,YnfE	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_311317_39	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_113_5 (6)	379		6/6	0/8	1/8		LDcluster4	Pfam	LDcluster4	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_311317_68	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_68_15 (3)	259		6/6	0/8	6/8		DeoRC,DIP2311-like_C,DUF1670,FaeA,FilR1_N,GntR,HTH_11,HTH_24,HTH_AsnC-type,HTH_Crp_2,HTH_DeoR,HVO_A0261_N,MarR,PF0610-like_N,PheRS_DBD1	Pfam	DeoRC,DIP2311-like_C,DUF1670,FaeA,FilR1_N,GntR,HTH_11,HTH_24,HTH_AsnC-type,HTH_Crp_2,HTH_DeoR,HVO_A0261_N,MarR,PF0610-like_N,PheRS_DBD1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1
C288:UHM1073.23039_R.bin.125|k141_32380_56	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_692359_55 (6)	369		6/6	0/8	8/8		Methyltransf_28,SCO0607	Pfam	Methyltransf_28,SCO0607	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_327978_26	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_286_3 (6)	249		6/6	0/8	1/8		Amo1_N,Class_IIIsignal,DUF3244,DUF4381,DUF6080,EMC3_TMCO1,F5_F8_type_C,F5_F8_type_C_2,FUT8_N_cat,Phage_Y01A,Spore_III_AF	Pfam	Amo1_N,Class_IIIsignal,DUF3244,DUF4381,DUF6080,EMC3_TMCO1,F5_F8_type_C,F5_F8_type_C_2,FUT8_N_cat,Phage_Y01A,Spore_III_AF	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_333189_17	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_23_3 (5)	396		6/6	0/8	4/8		CD1107-like,DUF3149,ETRAMP,Orf78,WD40_2	Pfam	CD1107-like,DUF3149,ETRAMP,Orf78,WD40_2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_392367_29	C288			yes	pairwise		STP248.12601_R.bin.118|k141_962093_34 (6)	413		6/6	0/8	0/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_392367_30	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_47 (5)	235		6/6	0/8	0/8		TP_methylase	Pfam	TP_methylase	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_392367_34	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_202_2 (5)	187		6/6	0/8	3/8		DNA_pol_A_exo1,RNase_H_2,RNase_T,Rv2179c-like	Pfam	DNA_pol_A_exo1,RNase_H_2,RNase_T,Rv2179c-like	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
C288:UHM1073.23039_R.bin.125|k141_405036_4	C288			yes	pairwise		STP248.12601_R.bin.118|k141_588353_61 (5)	298		6/6	0/8	8/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_471956_3	C288			yes	pairwise		UHM1073.23039_R.bin.125|k141_471956_3 (5)	187		6/6	0/8	8/8		Cupredoxin_1,DUF1573,DUF4493,HYDIN_VesB_CFA65-like_Ig	Pfam	Cupredoxin_1,DUF1573,DUF4493,HYDIN_VesB_CFA65-like_Ig	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_490033_101	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_57_3 (6)	151		6/6	0/8	0/8		GAF,GAF_2,GAF_EFCB5_2nd	Pfam	GAF,GAF_2,GAF_EFCB5_2nd	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_108	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_1343831_35 (4)	216		6/6	0/8	6/8		DUF6893,LysE,RRN9	Pfam	DUF6893,LysE,RRN9	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0
C288:UHM1073.23039_R.bin.125|k141_490033_159	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_5 (6)	262		6/6	0/8	8/8		Raptor_N,Sel1,TPR_2	Pfam	Raptor_N,Sel1,TPR_2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_490033_26	C288			yes	pairwise		STP248.12601_R.bin.118|k141_465240_36 (6)	309		6/6	0/8	0/8		CSD,KOW4_SPT5,NYN,USA1_M	Pfam	CSD,KOW4_SPT5,NYN,USA1_M	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_6	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_94_29 (6)	168		6/6	0/8	1/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_490033_63	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_288_5 (4)	305		6/6	0/8	7/8		Lactamase_B,Lactamase_B_2,Lactamase_B_3	Pfam	Lactamase_B,Lactamase_B_2,Lactamase_B_3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_490033_77	C288			yes	pairwise			292		6/6	0/8	7/8		RDD domain containing protein	ModelOrg_C288	DUF8845,FtsX,GYF_2,OppC_N,RDD,RTA1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_515361_38	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_55_3 (5)	100		6/6	0/8	0/8		ClpS	Pfam	ClpS	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_515361_74	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_94_28 (4)	315		6/6	0/8	3/8		CDV3,FHA,RAB3GAP2_N,Tt1218-like,Yop-YscD_cpl	Pfam	CDV3,FHA,RAB3GAP2_N,Tt1218-like,Yop-YscD_cpl	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_516198_45	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_1142038_15 (6)	137		6/6	0/8	1/8		ExbD,HOATZ-like	Pfam	ExbD,HOATZ-like	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_516198_46	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_278_7 (2)	287		6/6	0/8	7/8		TonB_2,TonB_C	Pfam	TonB_2,TonB_C	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_58351_43	C288			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_25 (6)	150		6/6	0/8	0/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_58351_77	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_284_13 (5)	124		6/6	0/8	7/8		Apolipoprotein,ArfB,DUF883_C,LEA_4,YtxH	Pfam	Apolipoprotein,ArfB,DUF883_C,LEA_4,YtxH	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0
C288:UHM1073.23039_R.bin.125|k141_624127_20	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_12_8 (5)	278		6/6	0/8	3/8		DUF1003,Fig1,Imm17	Pfam	DUF1003,Fig1,Imm17	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_624127_40	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_233_4 (3)	213		6/6	0/8	7/8		DZR,DZR_2,TPM_phosphatase,UPF0547,zf-Mss51,Zn_ribbon_15,Zn_ribbon_3	Pfam	DZR,DZR_2,TPM_phosphatase,UPF0547,zf-Mss51,Zn_ribbon_15,Zn_ribbon_3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_624127_49	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_303_4 (3)	562		6/6	0/8	1/8		DUF8389,Hfq_1	Pfam	DUF8389,Hfq_1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_624127_59	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_252_3 (2)	393		6/6	0/8	4/8		A1_Propeptide,Allatotropin-like_C,Arc_PepC_II,Arg_decarbox_C,DUF1180,DUF5320,EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8,FCaBP_EF-hand,HBS1_N,SPARC_Ca_bdg,SPM,TetR_C_24	Pfam	A1_Propeptide,Allatotropin-like_C,Arc_PepC_II,Arg_decarbox_C,DUF1180,DUF5320,EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8,FCaBP_EF-hand,HBS1_N,SPARC_Ca_bdg,SPM,TetR_C_24	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C294:UHM1210.23070_R.bin.101|k141_1015956_9	C294			yes	pairwise			371		6/6	0/8	8/8		Alanine racemase	ModelOrg_C294	Ala_racemase_C,Ala_racemase_N,DUF222,PhrA_inhibitor	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1066781_14	C294			yes	pairwise		STP248.12601_R.bin.118|k141_465240_36 (6)	318		6/6	0/8	0/8		CSD,NYN,USA1_M	Pfam	CSD,NYN,USA1_M	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1066781_25	C294			yes	pairwise		EHM034720|EHA02359_bin.2_gene_184_8 (6)	572		6/6	0/8	1/8		SnoaL_2,SnoaL_3,TRADD-like_N	Pfam	SnoaL_2,SnoaL_3,TRADD-like_N	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1066781_73	C294			yes	pairwise		EHM034720|EHA02359_bin.2_gene_57_3 (6)	182		6/6	0/8	0/8		DZR_2,GAF_2,GAF_EFCB5_2nd	Pfam	DZR_2,GAF_2,GAF_EFCB5_2nd	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1066781_95	C294			yes	pairwise		STP248.12601_R.bin.118|k141_962093_11 (3)	321		6/6	0/8	8/8		DUF2490,DUF6268	Pfam	DUF2490,DUF6268	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1135903_46	C294			yes	pairwise		STP248.12601_R.bin.118|k141_962093_34 (6)	407		6/6	0/8	0/8					1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1135903_47	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_47 (5)	235		6/6	0/8	0/8		TP_methylase	Pfam	TP_methylase	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1142038_15	C294			yes	pairwise		UHM1210.23070_R.bin.101|k141_1142038_15 (6)	138		6/6	0/8	1/8		ExbD	Pfam	ExbD	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C294:UHM1210.23070_R.bin.101|k141_1142038_29	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_7_5 (2)	133		6/6	0/8	0/8		RIF2_lid	Pfam	RIF2_lid	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1142038_32	C294			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	491		6/6	0/8	0/8		DUF8130	Pfam	DUF8130	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C294:UHM1210.23070_R.bin.101|k141_1193549_20	C294			yes	pairwise			213		6/6	0/8	7/8		AAA_23,CENP-M,DUF8458,Flu_PB2_1st,FtsX_ECD,Sigma70_ECF,Sigma70_r2,Sigma70_r4,Sigma70_r4_2	Pfam	AAA_23,CENP-M,DUF8458,Flu_PB2_1st,FtsX_ECD,Sigma70_ECF,Sigma70_r2,Sigma70_r4,Sigma70_r4_2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1
C294:UHM1210.23070_R.bin.101|k141_1193549_22	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_5 (6)	247		6/6	0/8	8/8		CFAP70_mid_TPR,Sel1	Pfam	CFAP70_mid_TPR,Sel1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1275766_2	C294			yes	pairwise		EHM034692|EHA02331_bin.15_gene_288_5 (4)	307		6/6	0/8	7/8		Lactamase_B,Lactamase_B_2,Lactamase_B_3	Pfam	Lactamase_B,Lactamase_B_2,Lactamase_B_3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1275766_45	C294			yes	pairwise		EHM034674|EHA02355_bin.24_gene_116_2 (2)	1019		6/6	0/8	8/8		Non-specific serine/threonine protein kinase	ModelOrg_C294	Helicase_C,SNF2-rel_dom,SWIM	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C294:UHM1210.23070_R.bin.101|k141_1275766_87	C294			yes	pairwise			337		6/6	0/8	3/8		Acyl-CoA_dh_2,Asp4,CemA,CWC25,DUF8041,DUF8429,EMC3_TMCO1,FapA,HpsJ,IZUMO,Ly49,Phage_DsbA,SID-1_RNA_chan,SPT_ssu-like,Tetraspanin	Pfam	Acyl-CoA_dh_2,Asp4,CemA,CWC25,DUF8041,DUF8429,EMC3_TMCO1,FapA,HpsJ,IZUMO,Ly49,Phage_DsbA,SID-1_RNA_chan,SPT_ssu-like,Tetraspanin	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
C294:UHM1210.23070_R.bin.101|k141_1318991_144	C294			yes	pairwise			461		6/6	0/8	7/8		Glutamate decarboxylase	ModelOrg_C294	dCache_3,DUF2922,Pyridoxal_deC	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0
C294:UHM1210.23070_R.bin.101|k141_1318991_64	C294			yes	pairwise		EHM034674|EHA02355_bin.24_gene_75_8 (5)	199		6/6	0/8	5/8		DUF4522,HTH_11,HTH_17,HTH_23,HTH_28,HTH_29,MerR,Rv2175c_wHTH,Sigma70_r4,Sigma70_r4_2,Xre-like-HTH	Pfam	DUF4522,HTH_11,HTH_17,HTH_23,HTH_28,HTH_29,MerR,Rv2175c_wHTH,Sigma70_r4,Sigma70_r4_2,Xre-like-HTH	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1
